,search_string,8_digit_kvk,12_digit_kvk,vesting_nr,status_of_company,headquarters,website,main_company_name,bestaande_handelsnamen,statutaire_naam,second_page_company_name,street,housenumber,housenumber_extension,postcode,city,extra_infomation
4764,1001AC,63278693	,632786930000	,No Value	,No Value,True,www.archeologiedagen.nl.,Stichting Nationale Archeologiedagen,No Value,No Value,Stichting Nationale Archeologiedagen,Overhoeksplein,2,Lab 210,1031KS,Amsterdam,"<b>...</b> Stichting Nationale Archeologiedagen. www.archeologiedagen.nl. Postbus  3322, <b>1001AC</b>, Amsterdam, Nederland 1001 AC. <b>...</b>  "
4765,1001AC,30249763	,302497630000	,000004624009	,No Value,True,No Value,screenturner,screenturner | Streen,No Value,screenturner,Overhoeksplein,2,,1031KS,Amsterdam,"<b>...</b> software. Productie van films (geen televisiefilms). Postbus 3322, <b>1001AC</b>,  Amsterdam, Nederland 1001 AC. Overhoeksplein <b>...</b>  "
4766,1000AZ,34258365	,342583650000	,No Value	,Deze rechtspersoon is uitgeschreven uit het Handelsregister,True,No Value,Stichting SGML I Holding,No Value,No Value,Stichting SGML I Holding,Prins Bernhardplein,200,,1097JB,Amsterdam,"34258365 817265715. Financiële holdings. Stichting SGML I Holding.  Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000 AZ. <b>...</b>  "
4767,1000GP,34382554	,343825540000	,No Value	,No Value,True,No Value,Vereniging van eigenaars gebouw Admiralengracht 275-277,No Value,No Value,Vereniging van eigenaars gebouw Admiralengracht 275-277,Prinsengracht,259,,1016GV,Amsterdam,"<b>...</b> Vereniging van eigenaars gebouw &quot;Admiralengracht 275-277&quot;. Postbus  19604, <b>1000GP</b>, Amsterdam, Nederland 1000 GP. <b>...</b>  "
4768,1000AS,52765733	,527657330000	,No Value	,No Value,True,www.vvebeheer-amsterdam.nl.,Vereniging van Eigenaars President Kennedylaan 6-16 te Amsterdam,No Value,No Value,Vereniging van Eigenaars President Kennedylaan 6-16 te Amsterdam,President Kennedylaan,8,1,1079NB,Amsterdam,"<b>...</b> Amsterdam. www.vvebeheer-amsterdam.nl. Postbus 738, <b>1000AS</b>,  Amsterdam, Nederland 1000 AS. President Kennedylaan <b>...</b>  "
4769,1000GP,41200094	,412000940000	,No Value	,No Value,True,No Value,A.J. van Eck Stichting,No Value,No Value,A.J. van Eck Stichting,Jollemanhof,4,,1019GW,Amsterdam,"<b>...</b> AJ van Eck Stichting. Postbus 19606, <b>1000GP</b>, Amsterdam, Nederland 1000  GP. Jollemanhof 4, 1019GW, Amsterdam, Nederland 1019 GW. <b>...</b>  "
4770,1000AZ,51356791	,513567910000	,No Value	,Deze rechtspersoon is uitgeschreven uit het Handelsregister,True,No Value,Stichting CLOCK Finance 2013-1,No Value,No Value,Stichting CLOCK Finance 2013-1,Prins Bernhardplein,200,,1097JB,Amsterdam,"Administratiekantoren voor aandelen en obligaties. Stichting CLOCK Finance  2013-1. Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000 AZ. <b>...</b>  "
4771,1000AS,57875197	,578751970000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars Van Spilbergenstraat 22,No Value,No Value,Vereniging van Eigenaars Van Spilbergenstraat 22,Hoogte Kadijk,179,,1018BK,Amsterdam,"<b>...</b> VvE Van Spilbergenstraat 22. Vereniging van Eigenaars &quot;Van Spilbergenstraat  22&quot;. Postbus 738, <b>1000AS</b>, Amsterdam, Nederland 1000 AS. <b>...</b>  "
4772,1001AC,33232056	,332320560000	,000011777346	,No Value,True,www.vacpet.nl.,Vacuum Petillant,Vacuum Petillant,No Value,Vacuum Petillant,Keizersgracht,203,,1016DS,Amsterdam,"<b>...</b> www.vacpet.nl. Postbus 3318, <b>1001AC</b>, Amsterdam, Nederland 1001 AC.  Keizersgracht 203, 1016DS, Amsterdam, Nederland 1016 DS. <b>...</b>  "
4773,1001AC,34364244	,343642440000	,000002380579	,No Value,True,No Value,Pollus B.V.,Pollus B.V. | Design to Perfection,Pollus B.V.,Pollus B.V.,Singel,29,,1012VC,Amsterdam,"<b>...</b> Pollus BV. Pollus BV. Postbus 3342, <b>1001AC</b>, Amsterdam, Nederland 1001  AC. Singel 29, 1012VC, Amsterdam, Nederland 1012 VC. <b>...</b>  "
4774,1000AZ,34113374	,341133740000	,No Value	,Deze rechtspersoon is uitgeschreven uit het Handelsregister,True,No Value,Seimora II B.V.,No Value,No Value,Seimora II B.V.,Prins Bernhardplein,200,,1097JB,Amsterdam,"Seimora II BV. Postbus 990, <b>1000AZ</b>, Amsterdam, Nederland 1000 AZ. Prins  Bernhardplein 200, 1097JB, Amsterdam, Nederland 1097 JB. <b>...</b>  "
4775,1000GP,34362540	,343625400000	,No Value	,No Value,True,No Value,Vereniging van eigenaars van het gebouw Aalsmeerweg 90 tot en met 96 (even nummers) te Amsterdam,No Value,No Value,Vereniging van eigenaars van het gebouw Aalsmeerweg 90 tot en met 96 (even nummers) te Amsterdam,Aalsmeerweg,90,H,1059AN,Amsterdam,"<b>...</b> Postbus 19604, <b>1000GP</b>, Amsterdam, Nederland 1000 GP. Aalsmeerweg  90 H, 1059AN, Amsterdam, Nederland 1059 AN. Belangenbehartiging. <b>...</b>  "
4776,1000GP,34365472	,343654720000	,No Value	,No Value,True,No Value,Vereniging van Eigenaars van het gebouw Sassenheimstraat 16-26 te Amsterdam,No Value,No Value,Vereniging van Eigenaars van het gebouw Sassenheimstraat 16-26 te Amsterdam,Sassenheimstraat,16,H,1059BG,Amsterdam,"<b>...</b> Vereniging van Eigenaars van het gebouw Sassenheimstraat 16-26 te  Amsterdam. Postbus 19604, <b>1000GP</b>, Amsterdam, Nederland 1000 GP. <b>...</b>  "
